1/2661	(GI:15233782) is finished	(13.57 mins )
538/2661	(GI:18416160) is finished	(40.04 mins )
539/2661	(GI:186513051) is finished	(40.06 mins )
540/2661	(GI:15233893) is finished	(39.98 mins )
541/2661	(GI:42567155) is finished	(39.91 mins )
542/2661	(GI:79325287) is finished	(39.92 mins )
543/2661	(GI:30684655) is finished	(39.95 mins )
544/2661	(GI:30687652) is finished	(39.91 mins )
545/2661	(GI:15234526) is finished	(39.88 mins )
546/2661	(GI:15235961) is finished	(39.92 mins )
547/2661	(GI:15235638) is finished	(39.91 mins )
548/2661	(GI:42567181) is finished	(39.85 mins )
549/2661	(GI:30685620) is finished	(39.82 mins )
550/2661	(GI:15235867) is finished	(39.86 mins )
551/2661	(GI:30690114) is finished	(39.8 mins )
552/2661	(GI:15234621) is finished	(39.77 mins )
553/2661	(GI:15236607) is finished	(39.79 mins )
554/2661	(GI:18415996) is finished	(39.73 mins )
555/2661	(GI:18415427) is finished	(39.68 mins )
556/2661	(GI:18419782) is finished	(39.62 mins )
557/2661	(GI:18417108) is finished	(39.55 mins )
558/2661	(GI:15236666) is finished	(39.51 mins )
559/2661	(GI:42573019) is finished	(39.49 mins )
560/2661	(GI:18416029) is finished	(39.45 mins )
561/2661	(GI:15236195) is finished	(39.47 mins )
562/2661	(GI:18415638) is finished	(39.48 mins )
563/2661	(GI:186515561) is finished	(39.45 mins )
564/2661	(GI:18416726) is finished	(39.4 mins )
565/2661	(GI:30684829) is finished	(39.38 mins )
566/2661	(GI:30686923) is finished	(39.31 mins )
567/2661	(GI:18417671) is finished	(39.52 mins )
568/2661	(GI:145333775) is finished	(39.48 mins )
569/2661	(GI:186512825) is finished	(39.51 mins )
570/2661	(GI:15234530) is finished	(39.47 mins )
571/2661	(GI:15234460) is finished	(39.47 mins )
572/2661	(GI:79482624) is finished	(39.53 mins )
573/2661	(GI:15234493) is finished	(39.65 mins )
574/2661	(GI:15233801) is finished	(39.6 mins )
575/2661	(GI:18415193) is finished	(39.64 mins )
576/2661	(GI:15235044) is finished	(39.67 mins )
577/2661	(GI:18419744) is finished	(39.6 mins )
578/2661	(GI:15233981) is finished	(39.64 mins )
579/2661	(GI:22328861) is finished	(39.67 mins )
580/2661	(GI:186513084) is finished	(39.6 mins )
581/2661	(GI:30684346) is finished	(39.63 mins )
582/2661	(GI:186514118) is finished	(39.63 mins )
583/2661	(GI:30686176) is finished	(39.65 mins )
584/2661	(GI:15233368) is finished	(39.68 mins )
585/2661	(GI:15235072) is finished	(39.71 mins )
586/2661	(GI:15236790) is finished	(39.72 mins )
587/2661	(GI:186516794) is finished	(39.65 mins )
588/2661	(GI:18418038) is finished	(39.6 mins )
589/2661	(GI:15236116) is finished	(39.57 mins )
590/2661	(GI:15235116) is finished	(39.5 mins )
591/2661	(GI:22329014) is finished	(39.45 mins )
592/2661	(GI:30687803) is finished	(39.46 mins )
593/2661	(GI:30685222) is finished	(39.49 mins )
594/2661	(GI:186515493) is finished	(39.46 mins )
595/2661	(GI:22329214) is finished	(39.41 mins )
596/2661	(GI:15233873) is finished	(39.4 mins )
597/2661	(GI:79325326) is finished	(39.33 mins )
598/2661	(GI:15235521) is finished	(39.28 mins )
599/2661	(GI:186512032) is finished	(39.25 mins )
600/2661	(GI:22329188) is finished	(39.18 mins )
601/2661	(GI:15235804) is finished	(39.11 mins )
602/2661	(GI:186512772) is finished	(39.12 mins )
603/2661	(GI:15236148) is finished	(39.25 mins )
604/2661	(GI:18415906) is finished	(39.23 mins )
605/2661	(GI:240256035) is finished	(39.32 mins )
606/2661	(GI:30684386) is finished	(39.33 mins )
607/2661	(GI:15234984) is finished	(39.41 mins )
608/2661	(GI:15236759) is finished	(39.4 mins )
609/2661	(GI:22328976) is finished	(39.38 mins )
610/2661	(GI:15235790) is finished	(39.37 mins )
611/2661	(GI:30690642) is finished	(39.32 mins )
612/2661	(GI:186511993) is finished	(39.27 mins )
613/2661	(GI:42573099) is finished	(39.24 mins )
614/2661	(GI:18417021) is finished	(39.23 mins )
615/2661	(GI:238480990) is finished	(39.22 mins )
616/2661	(GI:145334199) is finished	(39.17 mins )
617/2661	(GI:42573039) is finished	(39.17 mins )
618/2661	(GI:15235081) is finished	(39.15 mins )
619/2661	(GI:15236251) is finished	(39.17 mins )
620/2661	(GI:15236156) is finished	(39.17 mins )
621/2661	(GI:18417674) is finished	(39.14 mins )
622/2661	(GI:15237098) is finished	(39.15 mins )
623/2661	(GI:240256003) is finished	(39.25 mins )
624/2661	(GI:15234228) is finished	(39.2 mins )
625/2661	(GI:145340395) is finished	(39.27 mins )
626/2661	(GI:186514864) is finished	(39.31 mins )
627/2661	(GI:145333626) is finished	(39.26 mins )
628/2661	(GI:145333919) is finished	(39.24 mins )
629/2661	(GI:42573105) is finished	(39.26 mins )
630/2661	(GI:30686087) is finished	(39.3 mins )
631/2661	(GI:30689905) is finished	(39.26 mins )
632/2661	(GI:18416562) is finished	(39.26 mins )
633/2661	(GI:186512543) is finished	(39.19 mins )
634/2661	(GI:30685692) is finished	(39.13 mins )
635/2661	(GI:30685977) is finished	(39.1 mins )
636/2661	(GI:18416002) is finished	(39.07 mins )
637/2661	(GI:240256029) is finished	(39.04 mins )
638/2661	(GI:15235569) is finished	(38.98 mins )
639/2661	(GI:15234208) is finished	(38.92 mins )
640/2661	(GI:15235230) is finished	(38.95 mins )
641/2661	(GI:15233583) is finished	(38.99 mins )
642/2661	(GI:145333394) is finished	(38.98 mins )
643/2661	(GI:15235985) is finished	(38.92 mins )
644/2661	(GI:15235491) is finished	(38.87 mins )
645/2661	(GI:15234841) is finished	(38.82 mins )
646/2661	(GI:238480875) is finished	(38.82 mins )
647/2661	(GI:30684334) is finished	(38.76 mins )
648/2661	(GI:18418042) is finished	(38.71 mins )
649/2661	(GI:18415520) is finished	(38.75 mins )
650/2661	(GI:238480941) is finished	(38.69 mins )
651/2661	(GI:240256061) is finished	(38.64 mins )
652/2661	(GI:30687867) is finished	(38.63 mins )
653/2661	(GI:15234651) is finished	(38.6 mins )
654/2661	(GI:186516914) is finished	(38.53 mins )
655/2661	(GI:18415522) is finished	(38.54 mins )
656/2661	(GI:240256134) is finished	(38.52 mins )
657/2661	(GI:15235670) is finished	(38.5 mins )
658/2661	(GI:15236157) is finished	(38.45 mins )
659/2661	(GI:15234564) is finished	(38.4 mins )
660/2661	(GI:186515079) is finished	(38.33 mins )
661/2661	(GI:30689066) is finished	(38.34 mins )
662/2661	(GI:15235575) is finished	(38.32 mins )
663/2661	(GI:18418688) is finished	(38.28 mins )
664/2661	(GI:18417640) is finished	(38.22 mins )
665/2661	(GI:15236786) is finished	(38.25 mins )
666/2661	(GI:18417877) is finished	(38.25 mins )
667/2661	(GI:79326126) is finished	(38.2 mins )
668/2661	(GI:79325175) is finished	(38.17 mins )
669/2661	(GI:18415813) is finished	(38.13 mins )
670/2661	(GI:15233581) is finished	(38.09 mins )
671/2661	(GI:15235275) is finished	(38.12 mins )
672/2661	(GI:186515289) is finished	(38.06 mins )
673/2661	(GI:15235312) is finished	(38.14 mins )
674/2661	(GI:186514213) is finished	(38.08 mins )
675/2661	(GI:30685656) is finished	(38.06 mins )
676/2661	(GI:18418571) is finished	(38.01 mins )
677/2661	(GI:15234574) is finished	(37.95 mins )
678/2661	(GI:238480984) is finished	(37.91 mins )
679/2661	(GI:79325353) is finished	(37.86 mins )
680/2661	(GI:15236270) is finished	(37.86 mins )
681/2661	(GI:18417840) is finished	(37.88 mins )
682/2661	(GI:15235107) is finished	(37.82 mins )
683/2661	(GI:240256211) is finished	(37.8 mins )
684/2661	(GI:18417474) is finished	(37.73 mins )
685/2661	(GI:15235269) is finished	(37.68 mins )
686/2661	(GI:15235532) is finished	(37.62 mins )
687/2661	(GI:240256121) is finished	(37.6 mins )
688/2661	(GI:30689830) is finished	(37.59 mins )
689/2661	(GI:22328970) is finished	(37.55 mins )
690/2661	(GI:79325159) is finished	(37.55 mins )
691/2661	(GI:15235743) is finished	(37.57 mins )
692/2661	(GI:18416401) is finished	(37.54 mins )
693/2661	(GI:30687740) is finished	(37.55 mins )
694/2661	(GI:145348650) is finished	(37.51 mins )
695/2661	(GI:18416424) is finished	(37.5 mins )
696/2661	(GI:79325165) is finished	(37.48 mins )
697/2661	(GI:15233404) is finished	(37.5 mins )
698/2661	(GI:15235096) is finished	(37.5 mins )
699/2661	(GI:15233424) is finished	(37.51 mins )
700/2661	(GI:22328982) is finished	(37.49 mins )
701/2661	(GI:186514238) is finished	(37.43 mins )
702/2661	(GI:15235603) is finished	(37.38 mins )
703/2661	(GI:15236506) is finished	(37.38 mins )
704/2661	(GI:15236189) is finished	(37.36 mins )
705/2661	(GI:30688875) is finished	(37.31 mins )
706/2661	(GI:186513660) is finished	(37.29 mins )
707/2661	(GI:42566984) is finished	(37.31 mins )
708/2661	(GI:186513907) is finished	(37.25 mins )
709/2661	(GI:15234400) is finished	(37.19 mins )
710/2661	(GI:15233515) is finished	(37.18 mins )
711/2661	(GI:30690293) is finished	(37.21 mins )
712/2661	(GI:15234330) is finished	(37.18 mins )
713/2661	(GI:15234995) is finished	(37.13 mins )
714/2661	(GI:18418660) is finished	(37.07 mins )
715/2661	(GI:15234534) is finished	(37.06 mins )
716/2661	(GI:79490015) is finished	(37.07 mins )
717/2661	(GI:15234274) is finished	(37.07 mins )
718/2661	(GI:15236247) is finished	(37.07 mins )
719/2661	(GI:30687657) is finished	(37.03 mins )
720/2661	(GI:15233632) is finished	(37.0 mins )
721/2661	(GI:15235279) is finished	(37.08 mins )
722/2661	(GI:15233328) is finished	(37.05 mins )
723/2661	(GI:145334185) is finished	(36.99 mins )
724/2661	(GI:18415773) is finished	(36.95 mins )
725/2661	(GI:15236388) is finished	(36.96 mins )
726/2661	(GI:145349394) is finished	(36.91 mins )
727/2661	(GI:15234595) is finished	(36.87 mins )
728/2661	(GI:145350190) is finished	(36.82 mins )
729/2661	(GI:15234529) is finished	(36.82 mins )
730/2661	(GI:15236754) is finished	(36.77 mins )
731/2661	(GI:30686425) is finished	(36.76 mins )
732/2661	(GI:18416629) is finished	(36.79 mins )
733/2661	(GI:30689228) is finished	(36.77 mins )
734/2661	(GI:18416233) is finished	(36.73 mins )
735/2661	(GI:30686591) is finished	(36.68 mins )
736/2661	(GI:15235200) is finished	(36.65 mins )
737/2661	(GI:42573013) is finished	(36.6 mins )
738/2661	(GI:15236992) is finished	(36.56 mins )
739/2661	(GI:15233546) is finished	(36.61 mins )
740/2661	(GI:79325237) is finished	(36.62 mins )
741/2661	(GI:15234349) is finished	(36.8 mins )
742/2661	(GI:15235766) is finished	(36.76 mins )
743/2661	(GI:145334203) is finished	(36.74 mins )
744/2661	(GI:79478031) is finished	(36.73 mins )
745/2661	(GI:186512035) is finished	(36.72 mins )
746/2661	(GI:79325498) is finished	(36.7 mins )
747/2661	(GI:18416049) is finished	(36.69 mins )
748/2661	(GI:186516558) is finished	(36.71 mins )
749/2661	(GI:240256170) is finished	(36.71 mins )
750/2661	(GI:145362581) is finished	(36.67 mins )
751/2661	(GI:145333417) is finished	(36.68 mins )
752/2661	(GI:15235263) is finished	(36.65 mins )
753/2661	(GI:240256105) is finished	(36.63 mins )
754/2661	(GI:145354603) is finished	(36.61 mins )
755/2661	(GI:79481791) is finished	(36.66 mins )
756/2661	(GI:18417656) is finished	(36.62 mins )
757/2661	(GI:30686552) is finished	(36.57 mins )
758/2661	(GI:15233563) is finished	(36.59 mins )
759/2661	(GI:15234455) is finished	(36.6 mins )
760/2661	(GI:30687431) is finished	(36.56 mins )
761/2661	(GI:30689557) is finished	(36.54 mins )
762/2661	(GI:15234850) is finished	(36.48 mins )
763/2661	(GI:30687096) is finished	(36.49 mins )
764/2661	(GI:145361217) is finished	(36.44 mins )
765/2661	(GI:30689979) is finished	(36.39 mins )
766/2661	(GI:30685317) is finished	(36.36 mins )
767/2661	(GI:186515438) is finished	(36.32 mins )
768/2661	(GI:22328963) is finished	(36.32 mins )
769/2661	(GI:186514006) is finished	(36.28 mins )
770/2661	(GI:79487962) is finished	(36.23 mins )
771/2661	(GI:42572973) is finished	(36.18 mins )
772/2661	(GI:15235998) is finished	(36.19 mins )
773/2661	(GI:42573023) is finished	(36.15 mins )
774/2661	(GI:30686450) is finished	(36.12 mins )
775/2661	(GI:22329043) is finished	(36.1 mins )
776/2661	(GI:15236526) is finished	(36.1 mins )
777/2661	(GI:18418637) is finished	(36.12 mins )
778/2661	(GI:42566980) is finished	(36.09 mins )
779/2661	(GI:42566965) is finished	(36.08 mins )
780/2661	(GI:18417527) is finished	(36.1 mins )
781/2661	(GI:15234875) is finished	(36.06 mins )
Traceback (most recent call last):
  File "blastpro.py", line 177, in <module>
    main(sys.argv)
  File "blastpro.py", line 171, in main
    result_dic = all_page(urls)
  File "blastpro.py", line 116, in all_page
    dic = get_all_info(soup)
  File "blastpro.py", line 102, in get_all_info
    result = find_everything(tag)
  File "blastpro.py", line 70, in find_everything
    num_tag = ichild(1, ichild(0, ichild(1, ichild(1, num_div))))
  File "blastpro.py", line 57, in ichild
    return list(tag.children)[i]
  File "/usr/local/lib/python3.5/dist-packages/bs4/element.py", line 737, in __getattr__
    self.__class__.__name__, attr))
AttributeError: 'NavigableString' object has no attribute 'children'
