GI number	Length	Count
GI:18390931	933	50
GI:42561814	1538	24
GI:42571407	388	4
GI:18390936	388	4
GI:30680805	388	4
GI:15223907	748	6
GI:18390939	209	12
GI:18390941	129	1
GI:15223913	190	3
GI:186478276	1113	7
GI:30680821	1113	7
GI:42571409	197	2
GI:15223917	280	50
GI:79317397	386	13
GI:30680831	386	13
GI:15223944	152	5
GI:145323810	152	5
GI:15221015	1296	2
GI:238478415	234	3
GI:30680844	189	3
GI:79339171	584	4
GI:15223948	142	14
GI:42561831	464	38
GI:145335300	462	35
GI:145323812	462	35
GI:145323814	454	39
GI:42561833	842	2
GI:30680865	477	33
GI:79317414	449	36
GI:18390957	470	37
GI:79317421	496	39
GI:18390959	496	39
GI:15223983	281	2
GI:79339424	546	3
GI:30680893	231	16
GI:42571413	231	16
GI:15223986	231	16
GI:42571411	231	16
GI:18390964	425	3
GI:30680899	101	1
GI:186478283	566	8
GI:30680907	666	50
GI:42561840	944	1
GI:18390971	487	1
GI:186478285	51	1
