1/2657	(GI:15235666) is finished	(11.5 mins )
538/2657	(GI:22331865) is finished	(41.44 mins )
539/2657	(GI:15230963) is finished	(41.38 mins )
540/2657	(GI:15233537) is finished	(41.33 mins )
541/2657	(GI:42566391) is finished	(41.27 mins )
542/2657	(GI:15230903) is finished	(41.22 mins )
543/2657	(GI:18413422) is finished	(41.15 mins )
544/2657	(GI:240255707) is finished	(41.1 mins )
545/2657	(GI:30681253) is finished	(41.1 mins )
546/2657	(GI:15228626) is finished	(41.09 mins )
547/2657	(GI:42566070) is finished	(41.03 mins )
548/2657	(GI:15236948) is finished	(40.97 mins )
549/2657	(GI:18411511) is finished	(40.95 mins )
550/2657	(GI:18411430) is finished	(40.98 mins )
551/2657	(GI:42572813) is finished	(40.91 mins )
552/2657	(GI:15232390) is finished	(40.83 mins )
553/2657	(GI:15234115) is finished	(40.81 mins )
554/2657	(GI:15234642) is finished	(40.79 mins )
555/2657	(GI:15235414) is finished	(40.71 mins )
556/2657	(GI:18411256) is finished	(40.64 mins )
557/2657	(GI:79325051) is finished	(40.59 mins )
558/2657	(GI:15234262) is finished	(40.58 mins )
559/2657	(GI:18411092) is finished	(40.54 mins )
560/2657	(GI:15231703) is finished	(40.52 mins )
561/2657	(GI:22328622) is finished	(40.49 mins )
562/2657	(GI:30678721) is finished	(40.53 mins )
563/2657	(GI:18413990) is finished	(40.48 mins )
564/2657	(GI:186511409) is finished	(40.4 mins )
565/2657	(GI:22328224) is finished	(40.41 mins )
566/2657	(GI:79325123) is finished	(40.36 mins )
567/2657	(GI:15234658) is finished	(40.3 mins )
568/2657	(GI:15234263) is finished	(40.29 mins )
569/2657	(GI:186511345) is finished	(40.21 mins )
570/2657	(GI:15236266) is finished	(40.22 mins )
571/2657	(GI:240255671) is finished	(40.17 mins )
572/2657	(GI:186511259) is finished	(40.14 mins )
573/2657	(GI:186511514) is finished	(40.06 mins )
574/2657	(GI:15236283) is finished	(40.01 mins )
575/2657	(GI:30680014) is finished	(40.03 mins )
576/2657	(GI:79324959) is finished	(40.02 mins )
577/2657	(GI:18414264) is finished	(39.95 mins )
578/2657	(GI:79579933) is finished	(39.9 mins )
579/2657	(GI:18414224) is finished	(39.88 mins )
580/2657	(GI:238480249) is finished	(39.87 mins )
581/2657	(GI:15234094) is finished	(39.85 mins )
582/2657	(GI:186511687) is finished	(39.93 mins )
583/2657	(GI:15235080) is finished	(39.97 mins )
584/2657	(GI:15234891) is finished	(39.91 mins )
585/2657	(GI:240255855) is finished	(39.9 mins )
586/2657	(GI:18414142) is finished	(39.93 mins )
587/2657	(GI:186511814) is finished	(39.86 mins )
588/2657	(GI:30695480) is finished	(39.88 mins )
589/2657	(GI:15235267) is finished	(39.95 mins )
590/2657	(GI:15236688) is finished	(39.89 mins )
591/2657	(GI:15234069) is finished	(39.88 mins )
592/2657	(GI:15234550) is finished	(39.88 mins )
593/2657	(GI:145333039) is finished	(39.88 mins )
594/2657	(GI:186511530) is finished	(39.87 mins )
595/2657	(GI:15230909) is finished	(39.81 mins )
596/2657	(GI:15234502) is finished	(39.77 mins )
597/2657	(GI:15233585) is finished	(39.7 mins )
598/2657	(GI:42566263) is finished	(39.65 mins )
599/2657	(GI:186511175) is finished	(39.59 mins )
600/2657	(GI:238480214) is finished	(39.52 mins )
601/2657	(GI:15236471) is finished	(39.52 mins )
602/2657	(GI:15235431) is finished	(39.45 mins )
603/2657	(GI:15228841) is finished	(39.46 mins )
604/2657	(GI:79459641) is finished	(39.46 mins )
605/2657	(GI:15236573) is finished	(39.47 mins )
606/2657	(GI:18411882) is finished	(39.43 mins )
607/2657	(GI:15232280) is finished	(39.42 mins )
608/2657	(GI:186511330) is finished	(39.35 mins )
609/2657	(GI:15236980) is finished	(39.31 mins )
610/2657	(GI:15231134) is finished	(39.25 mins )
611/2657	(GI:15230973) is finished	(39.27 mins )
612/2657	(GI:79460404) is finished	(39.22 mins )
613/2657	(GI:18411399) is finished	(39.17 mins )
614/2657	(GI:186511461) is finished	(39.11 mins )
615/2657	(GI:42566272) is finished	(39.14 mins )
616/2657	(GI:42572717) is finished	(39.14 mins )
617/2657	(GI:22328673) is finished	(39.11 mins )
618/2657	(GI:42572765) is finished	(39.07 mins )
619/2657	(GI:15236359) is finished	(39.06 mins )
620/2657	(GI:42572785) is finished	(39.05 mins )
621/2657	(GI:18413629) is finished	(39.05 mins )
622/2657	(GI:15236725) is finished	(39.06 mins )
623/2657	(GI:42572833) is finished	(39.01 mins )
624/2657	(GI:15231701) is finished	(38.95 mins )
625/2657	(GI:15233799) is finished	(39.0 mins )
626/2657	(GI:186511497) is finished	(38.93 mins )
627/2657	(GI:15234074) is finished	(38.98 mins )
628/2657	(GI:79325091) is finished	(38.92 mins )
629/2657	(GI:15228758) is finished	(38.95 mins )
630/2657	(GI:42566182) is finished	(38.97 mins )
631/2657	(GI:79315925) is finished	(38.95 mins )
632/2657	(GI:79447694) is finished	(38.91 mins )
633/2657	(GI:15234768) is finished	(38.94 mins )
634/2657	(GI:186511482) is finished	(39.0 mins )
635/2657	(GI:30695789) is finished	(38.99 mins )
636/2657	(GI:186511786) is finished	(38.92 mins )
637/2657	(GI:18412657) is finished	(38.86 mins )
638/2657	(GI:15234451) is finished	(38.84 mins )
639/2657	(GI:186511575) is finished	(38.78 mins )
640/2657	(GI:30679302) is finished	(38.83 mins )
641/2657	(GI:30695501) is finished	(38.82 mins )
642/2657	(GI:79324983) is finished	(38.81 mins )
643/2657	(GI:15233861) is finished	(38.88 mins )
644/2657	(GI:15236455) is finished	(38.9 mins )
645/2657	(GI:15233771) is finished	(38.92 mins )
646/2657	(GI:186511503) is finished	(38.88 mins )
647/2657	(GI:186511735) is finished	(38.82 mins )
648/2657	(GI:22328599) is finished	(38.82 mins )
649/2657	(GI:15233475) is finished	(38.8 mins )
650/2657	(GI:30682123) is finished	(38.76 mins )
651/2657	(GI:42572907) is finished	(38.79 mins )
652/2657	(GI:18413126) is finished	(38.74 mins )
653/2657	(GI:22331878) is finished	(38.69 mins )
654/2657	(GI:15235406) is finished	(38.67 mins )
655/2657	(GI:186511240) is finished	(38.62 mins )
656/2657	(GI:79465433) is finished	(38.63 mins )
657/2657	(GI:145339819) is finished	(38.62 mins )
658/2657	(GI:15236866) is finished	(38.58 mins )
659/2657	(GI:18413965) is finished	(38.56 mins )
660/2657	(GI:15233174) is finished	(38.55 mins )
661/2657	(GI:15233165) is finished	(38.51 mins )
662/2657	(GI:15234086) is finished	(38.48 mins )
663/2657	(GI:79316160) is finished	(38.44 mins )
664/2657	(GI:30694811) is finished	(38.44 mins )
665/2657	(GI:15232324) is finished	(38.4 mins )
666/2657	(GI:30682382) is finished	(38.34 mins )
667/2657	(GI:186511372) is finished	(38.27 mins )
668/2657	(GI:30695767) is finished	(38.22 mins )
669/2657	(GI:15234077) is finished	(38.17 mins )
670/2657	(GI:15231743) is finished	(38.2 mins )
671/2657	(GI:79324995) is finished	(38.16 mins )
672/2657	(GI:30679296) is finished	(38.17 mins )
673/2657	(GI:42572791) is finished	(38.12 mins )
674/2657	(GI:15233096) is finished	(38.12 mins )
675/2657	(GI:30681030) is finished	(38.1 mins )
676/2657	(GI:15237128) is finished	(38.11 mins )
677/2657	(GI:79456851) is finished	(38.15 mins )
678/2657	(GI:22328620) is finished	(38.09 mins )
679/2657	(GI:186511247) is finished	(38.03 mins )
680/2657	(GI:15231126) is finished	(37.97 mins )
681/2657	(GI:15234250) is finished	(37.95 mins )
682/2657	(GI:18411603) is finished	(37.89 mins )
683/2657	(GI:42566780) is finished	(37.87 mins )
684/2657	(GI:42566296) is finished	(37.8 mins )
685/2657	(GI:15228695) is finished	(37.88 mins )
686/2657	(GI:238480098) is finished	(37.86 mins )
687/2657	(GI:238480216) is finished	(37.8 mins )
688/2657	(GI:42572887) is finished	(37.77 mins )
689/2657	(GI:15236527) is finished	(37.76 mins )
690/2657	(GI:145362513) is finished	(37.76 mins )
691/2657	(GI:15234145) is finished	(37.77 mins )
692/2657	(GI:79464734) is finished	(37.79 mins )
693/2657	(GI:18411263) is finished	(37.77 mins )
694/2657	(GI:238480158) is finished	(37.72 mins )
695/2657	(GI:240255687) is finished	(37.68 mins )
696/2657	(GI:18411923) is finished	(37.65 mins )
697/2657	(GI:30695549) is finished	(37.61 mins )
698/2657	(GI:15236537) is finished	(37.6 mins )
699/2657	(GI:79324999) is finished	(37.66 mins )
700/2657	(GI:15232305) is finished	(37.6 mins )
701/2657	(GI:15231705) is finished	(37.54 mins )
702/2657	(GI:18410961) is finished	(37.51 mins )
703/2657	(GI:30678618) is finished	(37.47 mins )
704/2657	(GI:79325033) is finished	(37.41 mins )
705/2657	(GI:145332885) is finished	(37.36 mins )
706/2657	(GI:18414102) is finished	(37.43 mins )
707/2657	(GI:15235613) is finished	(37.4 mins )
708/2657	(GI:15233084) is finished	(37.43 mins )
709/2657	(GI:15233675) is finished	(37.48 mins )
710/2657	(GI:240255833) is finished	(37.45 mins )
711/2657	(GI:186511609) is finished	(37.39 mins )
712/2657	(GI:15231643) is finished	(37.41 mins )
713/2657	(GI:15228793) is finished	(37.42 mins )
714/2657	(GI:42566136) is finished	(37.42 mins )
715/2657	(GI:79325077) is finished	(37.38 mins )
716/2657	(GI:15232383) is finished	(37.34 mins )
717/2657	(GI:18411509) is finished	(37.37 mins )
718/2657	(GI:15231713) is finished	(37.38 mins )
719/2657	(GI:15236481) is finished	(37.34 mins )
720/2657	(GI:186511328) is finished	(37.28 mins )
721/2657	(GI:15234313) is finished	(37.24 mins )
722/2657	(GI:15234031) is finished	(37.25 mins )
723/2657	(GI:15230879) is finished	(37.19 mins )
724/2657	(GI:15236452) is finished	(37.14 mins )
725/2657	(GI:18411985) is finished	(37.08 mins )
726/2657	(GI:240255853) is finished	(37.03 mins )
727/2657	(GI:18410896) is finished	(36.98 mins )
728/2657	(GI:30694713) is finished	(36.98 mins )
729/2657	(GI:15236596) is finished	(36.93 mins )
730/2657	(GI:42566298) is finished	(36.87 mins )
731/2657	(GI:15236853) is finished	(36.81 mins )
732/2657	(GI:42566498) is finished	(36.82 mins )
733/2657	(GI:42566242) is finished	(36.84 mins )
734/2657	(GI:186511205) is finished	(36.78 mins )
735/2657	(GI:15234817) is finished	(36.73 mins )
736/2657	(GI:15228731) is finished	(36.68 mins )
737/2657	(GI:15234404) is finished	(36.67 mins )
738/2657	(GI:15235177) is finished	(36.68 mins )
739/2657	(GI:18412359) is finished	(36.63 mins )
740/2657	(GI:15232303) is finished	(36.67 mins )
741/2657	(GI:186511436) is finished	(36.61 mins )
742/2657	(GI:186511600) is finished	(36.61 mins )
743/2657	(GI:15236292) is finished	(36.63 mins )
744/2657	(GI:15234981) is finished	(36.59 mins )
745/2657	(GI:15235458) is finished	(36.56 mins )
746/2657	(GI:238480257) is finished	(36.52 mins )
747/2657	(GI:79456855) is finished	(36.49 mins )
748/2657	(GI:79315685) is finished	(36.49 mins )
749/2657	(GI:186511842) is finished	(36.44 mins )
750/2657	(GI:15234363) is finished	(36.48 mins )
751/2657	(GI:240255780) is finished	(36.43 mins )
752/2657	(GI:18411893) is finished	(36.4 mins )
753/2657	(GI:79325107) is finished	(36.34 mins )
754/2657	(GI:30695296) is finished	(36.3 mins )
755/2657	(GI:22328511) is finished	(36.24 mins )
756/2657	(GI:15228719) is finished	(36.23 mins )
757/2657	(GI:238480306) is finished	(36.21 mins )
758/2657	(GI:15229339) is finished	(36.18 mins )
759/2657	(GI:15236353) is finished	(36.25 mins )
760/2657	(GI:15228710) is finished	(36.24 mins )
761/2657	(GI:238480639) is finished	(36.23 mins )
762/2657	(GI:18414063) is finished	(36.24 mins )
763/2657	(GI:15231699) is finished	(36.32 mins )
764/2657	(GI:42572787) is finished	(36.28 mins )
765/2657	(GI:42572755) is finished	(36.3 mins )
766/2657	(GI:15234675) is finished	(36.29 mins )
767/2657	(GI:186511484) is finished	(36.23 mins )
768/2657	(GI:18414026) is finished	(36.18 mins )
769/2657	(GI:186511479) is finished	(36.2 mins )
770/2657	(GI:186511315) is finished	(36.15 mins )
771/2657	(GI:15236319) is finished	(36.15 mins )
772/2657	(GI:30678625) is finished	(36.13 mins )
773/2657	(GI:18410886) is finished	(36.08 mins )
774/2657	(GI:186511568) is finished	(36.03 mins )
775/2657	(GI:18414289) is finished	(35.98 mins )
776/2657	(GI:42566068) is finished	(35.96 mins )
777/2657	(GI:18412104) is finished	(35.92 mins )
778/2657	(GI:145339635) is finished	(35.94 mins )
779/2657	(GI:15234287) is finished	(35.92 mins )
780/2657	(GI:15234255) is finished	(35.89 mins )
781/2657	(GI:15233802) is finished	(35.91 mins )
782/2657	(GI:42572899) is finished	(35.86 mins )
783/2657	(GI:18411158) is finished	(35.83 mins )
784/2657	(GI:18412158) is finished	(35.77 mins )
785/2657	(GI:42566376) is finished	(35.73 mins )
786/2657	(GI:15228651) is finished	(35.69 mins )
787/2657	(GI:186511233) is finished	(35.66 mins )
788/2657	(GI:18413957) is finished	(35.62 mins )
789/2657	(GI:15233987) is finished	(35.6 mins )
790/2657	(GI:145332981) is finished	(35.6 mins )
791/2657	(GI:42566754) is finished	(35.59 mins )
792/2657	(GI:18412596) is finished	(35.54 mins )
793/2657	(GI:18412169) is finished	(35.55 mins )
794/2657	(GI:15235405) is finished	(35.5 mins )
795/2657	(GI:79315745) is finished	(35.47 mins )
796/2657	(GI:42566415) is finished	(35.44 mins )
797/2657	(GI:79475474) is finished	(35.46 mins )
798/2657	(GI:18412646) is finished	(35.47 mins )
799/2657	(GI:30681121) is finished	(35.45 mins )
800/2657	(GI:79325121) is finished	(35.44 mins )
801/2657	(GI:18414444) is finished	(35.43 mins )
802/2657	(GI:15233356) is finished	(35.46 mins )
803/2657	(GI:15234182) is finished	(35.47 mins )
804/2657	(GI:79474118) is finished	(35.44 mins )
805/2657	(GI:15234372) is finished	(35.4 mins )
806/2657	(GI:15233068) is finished	(35.37 mins )
807/2657	(GI:238480186) is finished	(35.33 mins )
808/2657	(GI:15229439) is finished	(35.37 mins )
809/2657	(GI:15231689) is finished	(35.36 mins )
810/2657	(GI:15235404) is finished	(35.34 mins )
811/2657	(GI:42566022) is finished	(35.31 mins )
812/2657	(GI:15233761) is finished	(35.33 mins )
813/2657	(GI:186511494) is finished	(35.27 mins )
814/2657	(GI:18413291) is finished	(35.24 mins )
815/2657	(GI:15231721) is finished	(35.26 mins )
816/2657	(GI:238480210) is finished	(35.23 mins )
817/2657	(GI:15234111) is finished	(35.23 mins )
818/2657	(GI:18414342) is finished	(35.19 mins )
819/2657	(GI:30694847) is finished	(35.19 mins )
820/2657	(GI:18412951) is finished	(35.19 mins )
821/2657	(GI:30682750) is finished	(35.17 mins )
822/2657	(GI:186511349) is finished	(35.19 mins )
823/2657	(GI:145333005) is finished	(35.18 mins )
824/2657	(GI:42566026) is finished	(35.15 mins )
825/2657	(GI:240255725) is finished	(35.11 mins )
826/2657	(GI:15234063) is finished	(35.13 mins )
827/2657	(GI:15230905) is finished	(35.09 mins )
828/2657	(GI:15234448) is finished	(35.05 mins )
829/2657	(GI:15236999) is finished	(35.01 mins )
830/2657	(GI:18413298) is finished	(34.95 mins )
831/2657	(GI:186511560) is finished	(34.9 mins )
832/2657	(GI:18413740) is finished	(34.86 mins )
833/2657	(GI:15234665) is finished	(34.82 mins )
834/2657	(GI:18411974) is finished	(34.83 mins )
835/2657	(GI:15234735) is finished	(34.82 mins )
836/2657	(GI:240255697) is finished	(34.81 mins )
837/2657	(GI:15228674) is finished	(34.79 mins )
838/2657	(GI:238480162) is finished	(34.75 mins )
839/2657	(GI:18411408) is finished	(34.73 mins )
840/2657	(GI:15232426) is finished	(34.68 mins )
841/2657	(GI:15229416) is finished	(34.67 mins )
842/2657	(GI:186511381) is finished	(34.62 mins )
843/2657	(GI:42566389) is finished	(34.62 mins )
844/2657	(GI:15235470) is finished	(34.65 mins )
845/2657	(GI:79472727) is finished	(34.66 mins )
846/2657	(GI:18411523) is finished	(34.62 mins )
847/2657	(GI:15234680) is finished	(34.61 mins )
848/2657	(GI:18414336) is finished	(34.59 mins )
849/2657	(GI:30678703) is finished	(34.61 mins )
850/2657	(GI:15228644) is finished	(34.58 mins )
851/2657	(GI:15232261) is finished	(34.61 mins )
852/2657	(GI:186511221) is finished	(34.57 mins )
853/2657	(GI:18414493) is finished	(34.55 mins )
854/2657	(GI:186511485) is finished	(34.5 mins )
855/2657	(GI:22331889) is finished	(34.46 mins )
856/2657	(GI:18413347) is finished	(34.49 mins )
857/2657	(GI:15236318) is finished	(34.48 mins )
858/2657	(GI:15228730) is finished	(34.48 mins )
859/2657	(GI:15234790) is finished	(34.44 mins )
860/2657	(GI:15234488) is finished	(34.42 mins )
861/2657	(GI:186511690) is finished	(34.36 mins )
862/2657	(GI:15235185) is finished	(34.35 mins )
863/2657	(GI:186511435) is finished	(34.3 mins )
864/2657	(GI:15232301) is finished	(34.26 mins )
865/2657	(GI:18413722) is finished	(34.22 mins )
866/2657	(GI:15231022) is finished	(34.23 mins )
867/2657	(GI:15232214) is finished	(34.23 mins )
868/2657	(GI:15234698) is finished	(34.24 mins )
869/2657	(GI:42572871) is finished	(34.2 mins )
870/2657	(GI:18414282) is finished	(34.15 mins )
871/2657	(GI:186511645) is finished	(34.17 mins )
872/2657	(GI:15236342) is finished	(34.15 mins )
873/2657	(GI:238480273) is finished	(34.11 mins )
874/2657	(GI:15231605) is finished	(34.12 mins )
875/2657	(GI:30682566) is finished	(34.08 mins )
876/2657	(GI:79458493) is finished	(34.07 mins )
877/2657	(GI:30682515) is finished	(34.03 mins )
878/2657	(GI:15235412) is finished	(33.98 mins )
879/2657	(GI:15233826) is finished	(33.93 mins )
880/2657	(GI:186511176) is finished	(33.88 mins )
881/2657	(GI:15233774) is finished	(33.91 mins )
882/2657	(GI:30679344) is finished	(33.89 mins )
883/2657	(GI:18412734) is finished	(33.9 mins )
884/2657	(GI:145333011) is finished	(33.91 mins )
885/2657	(GI:15232368) is finished	(33.91 mins )
886/2657	(GI:79325069) is finished	(33.87 mins )
887/2657	(GI:15236375) is finished	(33.84 mins )
888/2657	(GI:186511705) is finished	(33.8 mins )
889/2657	(GI:30683232) is finished	(33.81 mins )
890/2657	(GI:186511777) is finished	(33.77 mins )
891/2657	(GI:18412939) is finished	(33.76 mins )
892/2657	(GI:145339683) is finished	(33.71 mins )
893/2657	(GI:15231687) is finished	(33.71 mins )
894/2657	(GI:15236426) is finished	(33.71 mins )
895/2657	(GI:42566351) is finished	(33.69 mins )
896/2657	(GI:79325043) is finished	(33.67 mins )
897/2657	(GI:79324969) is finished	(33.63 mins )
898/2657	(GI:15236505) is finished	(33.69 mins )
899/2657	(GI:15237126) is finished	(33.69 mins )
900/2657	(GI:15237122) is finished	(33.7 mins )
901/2657	(GI:22328234) is finished	(33.66 mins )
902/2657	(GI:42572853) is finished	(33.66 mins )
903/2657	(GI:30679399) is finished	(33.62 mins )
904/2657	(GI:79455290) is finished	(33.6 mins )
905/2657	(GI:22328426) is finished	(33.56 mins )
906/2657	(GI:42566487) is finished	(33.54 mins )
907/2657	(GI:145340161) is finished	(33.54 mins )
908/2657	(GI:18410809) is finished	(33.55 mins )
909/2657	(GI:42572847) is finished	(33.55 mins )
910/2657	(GI:79315976) is finished	(33.53 mins )
911/2657	(GI:42572895) is finished	(33.51 mins )
912/2657	(GI:15235429) is finished	(33.51 mins )
913/2657	(GI:18411415) is finished	(33.49 mins )
914/2657	(GI:79324973) is finished	(33.49 mins )
915/2657	(GI:15233800) is finished	(33.44 mins )
916/2657	(GI:18412162) is finished	(33.42 mins )
917/2657	(GI:42566100) is finished	(33.41 mins )
918/2657	(GI:15234061) is finished	(33.39 mins )
919/2657	(GI:30679575) is finished	(33.37 mins )
920/2657	(GI:15228767) is finished	(33.43 mins )
921/2657	(GI:15231661) is finished	(33.45 mins )
922/2657	(GI:42572751) is finished	(33.45 mins )
923/2657	(GI:15232410) is finished	(33.46 mins )
924/2657	(GI:15236309) is finished	(33.48 mins )
925/2657	(GI:42566051) is finished	(33.49 mins )
926/2657	(GI:15236223) is finished	(33.47 mins )
927/2657	(GI:240255782) is finished	(33.47 mins )
928/2657	(GI:42566117) is finished	(33.46 mins )
929/2657	(GI:15236225) is finished	(33.47 mins )
930/2657	(GI:15236883) is finished	(33.44 mins )
931/2657	(GI:15232264) is finished	(33.49 mins )
932/2657	(GI:15236410) is finished	(33.44 mins )
933/2657	(GI:79316112) is finished	(33.45 mins )
934/2657	(GI:15230937) is finished	(33.41 mins )
935/2657	(GI:15233139) is finished	(33.38 mins )
936/2657	(GI:186511289) is finished	(33.36 mins )
937/2657	(GI:186511422) is finished	(33.32 mins )
938/2657	(GI:30682959) is finished	(33.3 mins )
939/2657	(GI:15237015) is finished	(33.32 mins )
940/2657	(GI:15231045) is finished	(33.29 mins )
941/2657	(GI:240255762) is finished	(33.33 mins )
942/2657	(GI:18411672) is finished	(33.3 mins )
943/2657	(GI:15231692) is finished	(33.28 mins )
944/2657	(GI:15233195) is finished	(33.29 mins )
945/2657	(GI:18411150) is finished	(33.26 mins )
946/2657	(GI:15234758) is finished	(33.21 mins )
947/2657	(GI:240255667) is finished	(33.23 mins )
948/2657	(GI:186511394) is finished	(33.2 mins )
949/2657	(GI:15228623) is finished	(33.16 mins )
950/2657	(GI:22328262) is finished	(33.18 mins )
951/2657	(GI:15234108) is finished	(33.17 mins )
952/2657	(GI:15231659) is finished	(33.17 mins )
953/2657	(GI:145332993) is finished	(33.17 mins )
954/2657	(GI:18411368) is finished	(33.13 mins )
955/2657	(GI:186511684) is finished	(33.09 mins )
956/2657	(GI:240255819) is finished	(33.05 mins )
957/2657	(GI:15235226) is finished	(33.05 mins )
958/2657	(GI:30679061) is finished	(33.04 mins )
959/2657	(GI:15233951) is finished	(33.03 mins )
960/2657	(GI:186511761) is finished	(33.01 mins )
961/2657	(GI:15236488) is finished	(33.0 mins )
962/2657	(GI:15235526) is finished	(33.0 mins )
963/2657	(GI:186511396) is finished	(32.96 mins )
964/2657	(GI:79470337) is finished	(32.92 mins )
965/2657	(GI:42566148) is finished	(32.89 mins )
966/2657	(GI:15233002) is finished	(32.85 mins )
967/2657	(GI:186511500) is finished	(32.8 mins )
968/2657	(GI:42566231) is finished	(32.8 mins )
969/2657	(GI:145339926) is finished	(32.76 mins )
970/2657	(GI:30695806) is finished	(32.77 mins )
971/2657	(GI:30695441) is finished	(32.73 mins )
972/2657	(GI:15228624) is finished	(32.74 mins )
973/2657	(GI:42566294) is finished	(32.74 mins )
974/2657	(GI:42572725) is finished	(32.71 mins )
975/2657	(GI:15234987) is finished	(32.67 mins )
976/2657	(GI:15232298) is finished	(32.63 mins )
977/2657	(GI:186511509) is finished	(32.6 mins )
978/2657	(GI:42572913) is finished	(32.6 mins )
979/2657	(GI:15237065) is finished	(32.55 mins )
980/2657	(GI:15235029) is finished	(32.53 mins )
981/2657	(GI:22328675) is finished	(32.57 mins )
982/2657	(GI:30680326) is finished	(32.57 mins )
983/2657	(GI:18413696) is finished	(32.53 mins )
984/2657	(GI:18411917) is finished	(32.52 mins )
985/2657	(GI:15233609) is finished	(32.49 mins )
986/2657	(GI:240255811) is finished	(32.5 mins )
987/2657	(GI:15234601) is finished	(32.47 mins )
988/2657	(GI:186511755) is finished	(32.46 mins )
989/2657	(GI:186511301) is finished	(32.42 mins )
990/2657	(GI:15235492) is finished	(32.42 mins )
991/2657	(GI:15235335) is finished	(32.4 mins )
992/2657	(GI:30695804) is finished	(32.41 mins )
993/2657	(GI:15230998) is finished	(32.41 mins )
994/2657	(GI:30695832) is finished	(32.41 mins )
995/2657	(GI:186511633) is finished	(32.37 mins )
996/2657	(GI:18413144) is finished	(32.35 mins )
997/2657	(GI:18413285) is finished	(32.31 mins )
998/2657	(GI:22328693) is finished	(32.27 mins )
999/2657	(GI:18411876) is finished	(32.26 mins )
1000/2657	(GI:15231739) is finished	(32.27 mins )
1001/2657	(GI:15236933) is finished	(32.24 mins )
1002/2657	(GI:145332921) is finished	(32.24 mins )
1003/2657	(GI:18412992) is finished	(32.21 mins )
1004/2657	(GI:145332969) is finished	(32.18 mins )
1005/2657	(GI:79325115) is finished	(32.16 mins )
1006/2657	(GI:15235668) is finished	(32.21 mins )
1007/2657	(GI:186511652) is finished	(32.17 mins )
1008/2657	(GI:15229398) is finished	(32.17 mins )
1009/2657	(GI:18411275) is finished	(32.14 mins )
1010/2657	(GI:15230904) is finished	(32.13 mins )
1011/2657	(GI:15236339) is finished	(32.13 mins )
1012/2657	(GI:145332989) is finished	(32.13 mins )
1013/2657	(GI:15233360) is finished	(32.09 mins )
1014/2657	(GI:15230885) is finished	(32.06 mins )
1015/2657	(GI:15228696) is finished	(32.07 mins )
1016/2657	(GI:15234610) is finished	(32.02 mins )
1017/2657	(GI:186511425) is finished	(31.98 mins )
1018/2657	(GI:22328551) is finished	(31.97 mins )
1019/2657	(GI:22331854) is finished	(31.96 mins )
1020/2657	(GI:15228649) is finished	(31.95 mins )
1021/2657	(GI:15233050) is finished	(32.01 mins )
1022/2657	(GI:240255675) is finished	(32.02 mins )
1023/2657	(GI:145332889) is finished	(31.99 mins )
1024/2657	(GI:15231070) is finished	(31.97 mins )
1025/2657	(GI:42566766) is finished	(31.96 mins )
1026/2657	(GI:15234441) is finished	(31.97 mins )
1027/2657	(GI:15235578) is finished	(31.97 mins )
1028/2657	(GI:15232243) is finished	(32.03 mins )
1029/2657	(GI:186511354) is finished	(31.99 mins )
1030/2657	(GI:15235466) is finished	(31.95 mins )
1031/2657	(GI:15228811) is finished	(31.94 mins )
1032/2657	(GI:79462676) is finished	(31.91 mins )
1033/2657	(GI:30681872) is finished	(31.91 mins )
1034/2657	(GI:238480127) is finished	(31.89 mins )
1035/2657	(GI:30678951) is finished	(31.86 mins )
1036/2657	(GI:42572903) is finished	(31.83 mins )
1037/2657	(GI:238480592) is finished	(31.79 mins )
1038/2657	(GI:15235655) is finished	(31.75 mins )
1039/2657	(GI:30679822) is finished	(31.73 mins )
1040/2657	(GI:145332925) is finished	(31.7 mins )
1041/2657	(GI:15234236) is finished	(31.67 mins )
1042/2657	(GI:15233141) is finished	(31.64 mins )
1043/2657	(GI:145333007) is finished	(31.6 mins )
1044/2657	(GI:15228723) is finished	(31.59 mins )
1045/2657	(GI:15236295) is finished	(31.59 mins )
1046/2657	(GI:18411146) is finished	(31.57 mins )
1047/2657	(GI:186511374) is finished	(31.52 mins )
1048/2657	(GI:15233000) is finished	(31.55 mins )
1049/2657	(GI:42566012) is finished	(31.52 mins )
1050/2657	(GI:238480241) is finished	(31.5 mins )
1051/2657	(GI:42572805) is finished	(31.46 mins )
1052/2657	(GI:15237021) is finished	(31.42 mins )
1053/2657	(GI:15236491) is finished	(31.38 mins )
1054/2657	(GI:15235508) is finished	(31.41 mins )
1055/2657	(GI:15237023) is finished	(31.42 mins )
1056/2657	(GI:18412730) is finished	(31.42 mins )
1057/2657	(GI:15228817) is finished	(31.38 mins )
1058/2657	(GI:15230358) is finished	(31.34 mins )
1059/2657	(GI:145332905) is finished	(31.33 mins )
1060/2657	(GI:186511201) is finished	(31.28 mins )
1061/2657	(GI:18410992) is finished	(31.25 mins )
1062/2657	(GI:15233001) is finished	(31.27 mins )
1063/2657	(GI:186511335) is finished	(31.23 mins )
1064/2657	(GI:18412792) is finished	(31.23 mins )
1065/2657	(GI:42572797) is finished	(31.22 mins )
1066/2657	(GI:79325005) is finished	(31.19 mins )
1067/2657	(GI:238480265) is finished	(31.18 mins )
1068/2657	(GI:15235667) is finished	(31.14 mins )
1069/2657	(GI:186511341) is finished	(31.1 mins )
1070/2657	(GI:15230401) is finished	(31.08 mins )
1071/2657	(GI:42566208) is finished	(31.08 mins )
