1/8581	(GI:15230683) is finished	(217.62 mins )
538/8581	(GI:79460404) is finished	(168.06 mins )
539/8581	(GI:15229825) is finished	(168.11 mins )
540/8581	(GI:15230285) is finished	(167.91 mins )
541/8581	(GI:18406162) is finished	(167.71 mins )
542/8581	(GI:18405808) is finished	(167.59 mins )
543/8581	(GI:18398995) is finished	(167.43 mins )
544/8581	(GI:15229253) is finished	(167.71 mins )
545/8581	(GI:18412169) is finished	(167.81 mins )
546/8581	(GI:15232844) is finished	(167.6 mins )
547/8581	(GI:79312721) is finished	(167.55 mins )
548/8581	(GI:15228426) is finished	(167.62 mins )
549/8581	(GI:186510550) is finished	(167.37 mins )
550/8581	(GI:15230616) is finished	(167.32 mins )
551/8581	(GI:15232021) is finished	(167.25 mins )
552/8581	(GI:15229872) is finished	(167.12 mins )
553/8581	(GI:186510732) is finished	(166.85 mins )
554/8581	(GI:15228867) is finished	(166.77 mins )
555/8581	(GI:42566408) is finished	(167.01 mins )
556/8581	(GI:18401112) is finished	(167.2 mins )
557/8581	(GI:42572227) is finished	(167.35 mins )
558/8581	(GI:186510891) is finished	(167.1 mins )
559/8581	(GI:30678641) is finished	(166.89 mins )
560/8581	(GI:30683059) is finished	(166.95 mins )
561/8581	(GI:79312708) is finished	(166.77 mins )
562/8581	(GI:186510082) is finished	(166.5 mins )
563/8581	(GI:15229055) is finished	(166.54 mins )
564/8581	(GI:42572345) is finished	(166.46 mins )
565/8581	(GI:15228674) is finished	(166.48 mins )
566/8581	(GI:30680007) is finished	(166.64 mins )
567/8581	(GI:18408618) is finished	(166.6 mins )
568/8581	(GI:186511078) is finished	(166.76 mins )
569/8581	(GI:15229285) is finished	(166.56 mins )
570/8581	(GI:22331862) is finished	(166.99 mins )
571/8581	(GI:186509701) is finished	(166.83 mins )
572/8581	(GI:42565678) is finished	(166.99 mins )
573/8581	(GI:15233357) is finished	(166.88 mins )
574/8581	(GI:18400781) is finished	(166.8 mins )
575/8581	(GI:15231713) is finished	(166.94 mins )
576/8581	(GI:18395730) is finished	(166.74 mins )
577/8581	(GI:15228830) is finished	(166.82 mins )
578/8581	(GI:22331100) is finished	(166.97 mins )
579/8581	(GI:15232731) is finished	(167.0 mins )
580/8581	(GI:15234510) is finished	(166.76 mins )
581/8581	(GI:15228578) is finished	(166.85 mins )
582/8581	(GI:30695756) is finished	(166.84 mins )
583/8581	(GI:79314074) is finished	(166.65 mins )
584/8581	(GI:30681072) is finished	(166.41 mins )
585/8581	(GI:15228174) is finished	(166.59 mins )
586/8581	(GI:18404952) is finished	(166.44 mins )
587/8581	(GI:18402160) is finished	(166.21 mins )
588/8581	(GI:15230325) is finished	(166.11 mins )
589/8581	(GI:18396202) is finished	(165.93 mins )
590/8581	(GI:15229901) is finished	(165.86 mins )
591/8581	(GI:145332379) is finished	(165.67 mins )
592/8581	(GI:42572501) is finished	(165.55 mins )
593/8581	(GI:22331043) is finished	(165.43 mins )
594/8581	(GI:18395929) is finished	(165.19 mins )
595/8581	(GI:186510787) is finished	(165.4 mins )
596/8581	(GI:15230469) is finished	(165.31 mins )
597/8581	(GI:18398365) is finished	(165.07 mins )
598/8581	(GI:18414489) is finished	(165.02 mins )
599/8581	(GI:15228321) is finished	(164.83 mins )
600/8581	(GI:186511539) is finished	(164.65 mins )
601/8581	(GI:15231000) is finished	(164.83 mins )
602/8581	(GI:30678824) is finished	(164.94 mins )
603/8581	(GI:186510616) is finished	(164.72 mins )
604/8581	(GI:42565130) is finished	(164.74 mins )
605/8581	(GI:15235793) is finished	(164.57 mins )
606/8581	(GI:186510032) is finished	(164.38 mins )
607/8581	(GI:15232910) is finished	(164.25 mins )
608/8581	(GI:18398974) is finished	(164.33 mins )
609/8581	(GI:186511602) is finished	(164.75 mins )
610/8581	(GI:15231196) is finished	(164.86 mins )
611/8581	(GI:15231647) is finished	(164.86 mins )
612/8581	(GI:15232238) is finished	(164.99 mins )
613/8581	(GI:30688484) is finished	(165.09 mins )
614/8581	(GI:15233070) is finished	(165.0 mins )
615/8581	(GI:15232415) is finished	(164.96 mins )
616/8581	(GI:15231577) is finished	(165.16 mins )
617/8581	(GI:18411256) is finished	(164.94 mins )
618/8581	(GI:15229052) is finished	(165.09 mins )
619/8581	(GI:15229564) is finished	(165.06 mins )
620/8581	(GI:15231126) is finished	(164.84 mins )
621/8581	(GI:18400244) is finished	(164.73 mins )
622/8581	(GI:186510539) is finished	(164.5 mins )
623/8581	(GI:15230911) is finished	(164.28 mins )
624/8581	(GI:145332709) is finished	(164.33 mins )
625/8581	(GI:15232629) is finished	(164.44 mins )
626/8581	(GI:186511012) is finished	(164.58 mins )
627/8581	(GI:15228263) is finished	(164.7 mins )
628/8581	(GI:79313299) is finished	(164.68 mins )
629/8581	(GI:15228749) is finished	(164.53 mins )
630/8581	(GI:145331994) is finished	(164.56 mins )
631/8581	(GI:42572915) is finished	(164.69 mins )
632/8581	(GI:15228407) is finished	(164.56 mins )
633/8581	(GI:18397632) is finished	(164.34 mins )
634/8581	(GI:42566010) is finished	(164.48 mins )
635/8581	(GI:145332735) is finished	(164.46 mins )
636/8581	(GI:186511221) is finished	(164.37 mins )
637/8581	(GI:22328245) is finished	(164.21 mins )
638/8581	(GI:18400841) is finished	(164.11 mins )
639/8581	(GI:42572655) is finished	(163.99 mins )
640/8581	(GI:79313193) is finished	(163.94 mins )
641/8581	(GI:18401521) is finished	(163.77 mins )
642/8581	(GI:15228983) is finished	(163.66 mins )
643/8581	(GI:30694336) is finished	(163.54 mins )
644/8581	(GI:186510533) is finished	(163.32 mins )
645/8581	(GI:42566048) is finished	(163.54 mins )
646/8581	(GI:15231142) is finished	(163.32 mins )
647/8581	(GI:15229791) is finished	(163.29 mins )
648/8581	(GI:18402674) is finished	(163.37 mins )
649/8581	(GI:15230920) is finished	(163.49 mins )
650/8581	(GI:15228944) is finished	(163.48 mins )
651/8581	(GI:15232914) is finished	(163.61 mins )
652/8581	(GI:15232298) is finished	(163.43 mins )
653/8581	(GI:15231536) is finished	(163.59 mins )
654/8581	(GI:15230533) is finished	(163.52 mins )
655/8581	(GI:15228373) is finished	(163.62 mins )
656/8581	(GI:30695320) is finished	(163.5 mins )
657/8581	(GI:30679640) is finished	(163.33 mins )
658/8581	(GI:42566162) is finished	(163.11 mins )
659/8581	(GI:15228734) is finished	(162.98 mins )
660/8581	(GI:15232707) is finished	(163.0 mins )
661/8581	(GI:79390803) is finished	(163.08 mins )
662/8581	(GI:15236604) is finished	(162.91 mins )
663/8581	(GI:15228445) is finished	(162.88 mins )
664/8581	(GI:42572305) is finished	(162.87 mins )
665/8581	(GI:145338613) is finished	(162.8 mins )
666/8581	(GI:79313938) is finished	(162.62 mins )
667/8581	(GI:30681872) is finished	(162.69 mins )
668/8581	(GI:15228513) is finished	(162.58 mins )
669/8581	(GI:238479750) is finished	(162.61 mins )
670/8581	(GI:15231113) is finished	(162.41 mins )
671/8581	(GI:15232273) is finished	(162.38 mins )
672/8581	(GI:15228868) is finished	(162.42 mins )
673/8581	(GI:15233044) is finished	(162.28 mins )
674/8581	(GI:15231124) is finished	(162.35 mins )
675/8581	(GI:22331280) is finished	(162.55 mins )
676/8581	(GI:22330835) is finished	(162.53 mins )
677/8581	(GI:15229807) is finished	(162.33 mins )
678/8581	(GI:79315178) is finished	(162.17 mins )
679/8581	(GI:186511192) is finished	(162.01 mins )
680/8581	(GI:15234026) is finished	(162.09 mins )
681/8581	(GI:15229189) is finished	(162.38 mins )
682/8581	(GI:15232475) is finished	(162.34 mins )
683/8581	(GI:15232872) is finished	(162.48 mins )
684/8581	(GI:22331475) is finished	(162.32 mins )
685/8581	(GI:15228387) is finished	(162.12 mins )
686/8581	(GI:15228742) is finished	(162.17 mins )
687/8581	(GI:145332799) is finished	(162.01 mins )
688/8581	(GI:30695296) is finished	(161.94 mins )
689/8581	(GI:15234675) is finished	(161.96 mins )
690/8581	(GI:42566372) is finished	(161.89 mins )
691/8581	(GI:30688460) is finished	(162.01 mins )
692/8581	(GI:18409761) is finished	(161.93 mins )
693/8581	(GI:15231888) is finished	(161.77 mins )
694/8581	(GI:186511777) is finished	(161.61 mins )
695/8581	(GI:15232026) is finished	(161.62 mins )
696/8581	(GI:15232374) is finished	(161.75 mins )
697/8581	(GI:15230549) is finished	(161.85 mins )
698/8581	(GI:79444306) is finished	(161.97 mins )
699/8581	(GI:15229505) is finished	(161.78 mins )
700/8581	(GI:18405112) is finished	(161.68 mins )
701/8581	(GI:30692215) is finished	(162.01 mins )
702/8581	(GI:15231486) is finished	(161.9 mins )
703/8581	(GI:42572455) is finished	(162.13 mins )
704/8581	(GI:15230219) is finished	(162.12 mins )
705/8581	(GI:15232247) is finished	(161.96 mins )
706/8581	(GI:15231826) is finished	(162.19 mins )
707/8581	(GI:42566740) is finished	(162.15 mins )
708/8581	(GI:238479758) is finished	(162.0 mins )
709/8581	(GI:79312744) is finished	(162.02 mins )
710/8581	(GI:15233593) is finished	(161.93 mins )
711/8581	(GI:22331618) is finished	(161.93 mins )
712/8581	(GI:18412636) is finished	(161.86 mins )
713/8581	(GI:145332361) is finished	(161.74 mins )
714/8581	(GI:15229938) is finished	(161.58 mins )
715/8581	(GI:15228860) is finished	(161.39 mins )
716/8581	(GI:186510266) is finished	(161.18 mins )
717/8581	(GI:42564190) is finished	(161.03 mins )
718/8581	(GI:42566498) is finished	(161.04 mins )
719/8581	(GI:15230135) is finished	(161.05 mins )
720/8581	(GI:15233127) is finished	(161.2 mins )
721/8581	(GI:18395728) is finished	(161.05 mins )
722/8581	(GI:18401887) is finished	(161.06 mins )
723/8581	(GI:15231622) is finished	(161.05 mins )
724/8581	(GI:238480596) is finished	(161.26 mins )
725/8581	(GI:22331588) is finished	(161.41 mins )
726/8581	(GI:15229245) is finished	(161.42 mins )
727/8581	(GI:15232978) is finished	(161.8 mins )
728/8581	(GI:15232843) is finished	(161.76 mins )
729/8581	(GI:18400725) is finished	(161.73 mins )
730/8581	(GI:18413962) is finished	(161.8 mins )
731/8581	(GI:18396383) is finished	(161.64 mins )
732/8581	(GI:79393760) is finished	(161.49 mins )
733/8581	(GI:240255888) is finished	(161.34 mins )
734/8581	(GI:15230301) is finished	(161.41 mins )
735/8581	(GI:15232873) is finished	(161.43 mins )
736/8581	(GI:15228239) is finished	(161.27 mins )
737/8581	(GI:15229725) is finished	(161.28 mins )
738/8581	(GI:15232268) is finished	(161.14 mins )
739/8581	(GI:15231014) is finished	(161.14 mins )
740/8581	(GI:42566738) is finished	(161.0 mins )
741/8581	(GI:30685997) is finished	(161.15 mins )
742/8581	(GI:145332621) is finished	(161.31 mins )
743/8581	(GI:18399413) is finished	(161.3 mins )
744/8581	(GI:42565781) is finished	(161.33 mins )
745/8581	(GI:15229707) is finished	(161.42 mins )
746/8581	(GI:145332393) is finished	(161.3 mins )
747/8581	(GI:15237126) is finished	(161.39 mins )
748/8581	(GI:186510570) is finished	(161.2 mins )
749/8581	(GI:240255872) is finished	(161.13 mins )
750/8581	(GI:42563465) is finished	(161.3 mins )
751/8581	(GI:238479879) is finished	(161.28 mins )
752/8581	(GI:15229382) is finished	(161.15 mins )
753/8581	(GI:15228770) is finished	(161.0 mins )
754/8581	(GI:186509995) is finished	(160.85 mins )
755/8581	(GI:15235531) is finished	(160.7 mins )
756/8581	(GI:30684050) is finished	(160.95 mins )
757/8581	(GI:15230429) is finished	(161.04 mins )
758/8581	(GI:15234550) is finished	(161.06 mins )
759/8581	(GI:145332731) is finished	(160.91 mins )
760/8581	(GI:30686361) is finished	(160.78 mins )
761/8581	(GI:18409629) is finished	(160.68 mins )
762/8581	(GI:18399682) is finished	(160.61 mins )
763/8581	(GI:42563510) is finished	(160.64 mins )
764/8581	(GI:186509904) is finished	(160.46 mins )
765/8581	(GI:145339059) is finished	(160.54 mins )
766/8581	(GI:15233359) is finished	(160.65 mins )
767/8581	(GI:186509968) is finished	(160.47 mins )
768/8581	(GI:145332681) is finished	(160.4 mins )
769/8581	(GI:145331724) is finished	(160.26 mins )
770/8581	(GI:30678477) is finished	(160.35 mins )
771/8581	(GI:79313917) is finished	(160.22 mins )
772/8581	(GI:30681989) is finished	(160.04 mins )
773/8581	(GI:15232594) is finished	(160.68 mins )
774/8581	(GI:79403309) is finished	(160.83 mins )
775/8581	(GI:15230815) is finished	(160.74 mins )
776/8581	(GI:186510775) is finished	(160.55 mins )
777/8581	(GI:186510268) is finished	(160.35 mins )
778/8581	(GI:79313151) is finished	(160.29 mins )
779/8581	(GI:18405175) is finished	(160.2 mins )
780/8581	(GI:15228927) is finished	(160.17 mins )
781/8581	(GI:22330955) is finished	(159.99 mins )
782/8581	(GI:15232973) is finished	(159.97 mins )
783/8581	(GI:22331241) is finished	(159.83 mins )
784/8581	(GI:18410268) is finished	(159.85 mins )
785/8581	(GI:15231397) is finished	(159.72 mins )
786/8581	(GI:18411974) is finished	(159.84 mins )
787/8581	(GI:238479858) is finished	(159.79 mins )
788/8581	(GI:15230725) is finished	(159.65 mins )
789/8581	(GI:42572265) is finished	(159.56 mins )
790/8581	(GI:15228663) is finished	(159.38 mins )
791/8581	(GI:30679055) is finished	(159.3 mins )
792/8581	(GI:145332723) is finished	(159.29 mins )
793/8581	(GI:15232402) is finished	(159.19 mins )
794/8581	(GI:22330893) is finished	(159.3 mins )
795/8581	(GI:18395819) is finished	(159.17 mins )
796/8581	(GI:18399713) is finished	(159.05 mins )
797/8581	(GI:15233907) is finished	(159.03 mins )
798/8581	(GI:42572419) is finished	(158.93 mins )
799/8581	(GI:15229906) is finished	(158.96 mins )
800/8581	(GI:18396966) is finished	(158.82 mins )
801/8581	(GI:238479926) is finished	(158.92 mins )
802/8581	(GI:18413969) is finished	(158.89 mins )
803/8581	(GI:15232128) is finished	(158.76 mins )
804/8581	(GI:15231806) is finished	(158.7 mins )
805/8581	(GI:15230528) is finished	(158.56 mins )
806/8581	(GI:18411279) is finished	(158.57 mins )
807/8581	(GI:15232387) is finished	(158.47 mins )
808/8581	(GI:42572623) is finished	(158.51 mins )
809/8581	(GI:22331023) is finished	(158.45 mins )
810/8581	(GI:15231264) is finished	(158.28 mins )
811/8581	(GI:22330793) is finished	(158.15 mins )
812/8581	(GI:22331140) is finished	(158.28 mins )
813/8581	(GI:15231022) is finished	(158.38 mins )
814/8581	(GI:15232942) is finished	(158.3 mins )
815/8581	(GI:22330901) is finished	(158.16 mins )
816/8581	(GI:186510583) is finished	(157.99 mins )
817/8581	(GI:30695806) is finished	(158.16 mins )
818/8581	(GI:79429657) is finished	(158.0 mins )
819/8581	(GI:15231953) is finished	(158.12 mins )
820/8581	(GI:42566796) is finished	(158.0 mins )
821/8581	(GI:15229962) is finished	(158.35 mins )
822/8581	(GI:42565558) is finished	(158.31 mins )
823/8581	(GI:15229176) is finished	(158.53 mins )
824/8581	(GI:42572771) is finished	(158.64 mins )
825/8581	(GI:186510879) is finished	(158.47 mins )
826/8581	(GI:15233800) is finished	(158.31 mins )
827/8581	(GI:30680524) is finished	(158.14 mins )
828/8581	(GI:79324981) is finished	(158.13 mins )
829/8581	(GI:186511124) is finished	(157.95 mins )
830/8581	(GI:15228331) is finished	(158.17 mins )
831/8581	(GI:15229416) is finished	(158.14 mins )
832/8581	(GI:18398327) is finished	(158.19 mins )
833/8581	(GI:15229272) is finished	(158.03 mins )
834/8581	(GI:15229810) is finished	(157.91 mins )
835/8581	(GI:15233167) is finished	(157.82 mins )
836/8581	(GI:15228446) is finished	(158.01 mins )
837/8581	(GI:79315717) is finished	(157.88 mins )
838/8581	(GI:30688425) is finished	(157.83 mins )
839/8581	(GI:79313251) is finished	(157.76 mins )
840/8581	(GI:79313549) is finished	(157.75 mins )
841/8581	(GI:15234441) is finished	(157.86 mins )
842/8581	(GI:18401750) is finished	(157.96 mins )
843/8581	(GI:186511620) is finished	(157.97 mins )
844/8581	(GI:18402031) is finished	(158.13 mins )
845/8581	(GI:15229773) is finished	(158.09 mins )
846/8581	(GI:79607906) is finished	(157.98 mins )
847/8581	(GI:30689134) is finished	(157.94 mins )
848/8581	(GI:145332006) is finished	(157.83 mins )
849/8581	(GI:15230192) is finished	(157.86 mins )
850/8581	(GI:18401374) is finished	(157.84 mins )
851/8581	(GI:15234619) is finished	(157.97 mins )
852/8581	(GI:186509834) is finished	(157.88 mins )
853/8581	(GI:79313325) is finished	(157.86 mins )
854/8581	(GI:42572687) is finished	(157.87 mins )
855/8581	(GI:240255348) is finished	(158.0 mins )
856/8581	(GI:186509978) is finished	(157.83 mins )
857/8581	(GI:15230550) is finished	(157.74 mins )
858/8581	(GI:18410992) is finished	(157.61 mins )
859/8581	(GI:145338074) is finished	(157.54 mins )
860/8581	(GI:145332751) is finished	(157.49 mins )
861/8581	(GI:15236499) is finished	(157.39 mins )
862/8581	(GI:15232465) is finished	(157.36 mins )
863/8581	(GI:15232413) is finished	(157.31 mins )
864/8581	(GI:145333013) is finished	(157.24 mins )
865/8581	(GI:15229793) is finished	(157.11 mins )
866/8581	(GI:22331407) is finished	(156.96 mins )
867/8581	(GI:15231715) is finished	(156.91 mins )
868/8581	(GI:238480243) is finished	(156.75 mins )
869/8581	(GI:15231412) is finished	(157.07 mins )
870/8581	(GI:15234173) is finished	(157.06 mins )
871/8581	(GI:240255279) is finished	(157.02 mins )
872/8581	(GI:15229396) is finished	(156.99 mins )
873/8581	(GI:15231245) is finished	(157.14 mins )
874/8581	(GI:15229259) is finished	(157.28 mins )
875/8581	(GI:186509813) is finished	(157.12 mins )
876/8581	(GI:240255425) is finished	(157.22 mins )
877/8581	(GI:186510034) is finished	(157.05 mins )
878/8581	(GI:15232210) is finished	(156.95 mins )
879/8581	(GI:42572413) is finished	(157.05 mins )
880/8581	(GI:15231362) is finished	(157.15 mins )
881/8581	(GI:15232121) is finished	(157.15 mins )
882/8581	(GI:15229631) is finished	(157.03 mins )
883/8581	(GI:15229899) is finished	(156.91 mins )
884/8581	(GI:15233215) is finished	(156.98 mins )
885/8581	(GI:186510242) is finished	(156.91 mins )
886/8581	(GI:79295442) is finished	(157.03 mins )
887/8581	(GI:15234637) is finished	(156.92 mins )
888/8581	(GI:18409645) is finished	(156.77 mins )
889/8581	(GI:15234542) is finished	(156.65 mins )
890/8581	(GI:15229545) is finished	(156.49 mins )
891/8581	(GI:15236795) is finished	(156.47 mins )
892/8581	(GI:15232407) is finished	(156.35 mins )
893/8581	(GI:15233256) is finished	(156.31 mins )
894/8581	(GI:15228420) is finished	(156.23 mins )
895/8581	(GI:145332721) is finished	(156.18 mins )
896/8581	(GI:15231871) is finished	(156.02 mins )
897/8581	(GI:18408755) is finished	(155.86 mins )
898/8581	(GI:42572713) is finished	(155.97 mins )
899/8581	(GI:15228785) is finished	(156.01 mins )
900/8581	(GI:186509795) is finished	(155.85 mins )
901/8581	(GI:15228865) is finished	(155.83 mins )
902/8581	(GI:79316001) is finished	(155.83 mins )
903/8581	(GI:42564243) is finished	(155.71 mins )
904/8581	(GI:42572613) is finished	(155.59 mins )
905/8581	(GI:22331641) is finished	(155.59 mins )
906/8581	(GI:18414476) is finished	(155.47 mins )
907/8581	(GI:42572487) is finished	(155.37 mins )
908/8581	(GI:79436760) is finished	(155.25 mins )
909/8581	(GI:30679312) is finished	(155.14 mins )
910/8581	(GI:18400752) is finished	(155.02 mins )
911/8581	(GI:15230193) is finished	(154.87 mins )
912/8581	(GI:15229882) is finished	(154.75 mins )
913/8581	(GI:30678376) is finished	(154.65 mins )
914/8581	(GI:186510672) is finished	(154.83 mins )
915/8581	(GI:15236359) is finished	(154.89 mins )
916/8581	(GI:15237084) is finished	(154.74 mins )
917/8581	(GI:22328167) is finished	(154.62 mins )
918/8581	(GI:18398623) is finished	(154.57 mins )
919/8581	(GI:22330795) is finished	(154.53 mins )
920/8581	(GI:22331920) is finished	(154.48 mins )
921/8581	(GI:30678839) is finished	(154.49 mins )
922/8581	(GI:15236906) is finished	(154.58 mins )
923/8581	(GI:15231032) is finished	(154.66 mins )
924/8581	(GI:15229739) is finished	(154.85 mins )
925/8581	(GI:15233334) is finished	(154.7 mins )
926/8581	(GI:186510963) is finished	(154.59 mins )
927/8581	(GI:186511674) is finished	(154.49 mins )
928/8581	(GI:42565441) is finished	(154.68 mins )
929/8581	(GI:145332807) is finished	(154.64 mins )
930/8581	(GI:30689333) is finished	(154.52 mins )
931/8581	(GI:145332691) is finished	(154.52 mins )
932/8581	(GI:18404423) is finished	(154.37 mins )
933/8581	(GI:15231886) is finished	(154.83 mins )
934/8581	(GI:15236712) is finished	(154.91 mins )
935/8581	(GI:18405423) is finished	(154.79 mins )
936/8581	(GI:186511577) is finished	(154.64 mins )
937/8581	(GI:15236667) is finished	(154.59 mins )
938/8581	(GI:79607964) is finished	(154.44 mins )
939/8581	(GI:238479896) is finished	(154.29 mins )
940/8581	(GI:15230531) is finished	(154.24 mins )
941/8581	(GI:145339151) is finished	(154.31 mins )
942/8581	(GI:15230061) is finished	(154.3 mins )
943/8581	(GI:15229427) is finished	(154.35 mins )
944/8581	(GI:240255797) is finished	(154.39 mins )
945/8581	(GI:79313313) is finished	(154.33 mins )
946/8581	(GI:15233585) is finished	(154.2 mins )
947/8581	(GI:15232420) is finished	(154.33 mins )
948/8581	(GI:22331398) is finished	(154.21 mins )
949/8581	(GI:15230719) is finished	(154.52 mins )
950/8581	(GI:186511551) is finished	(154.37 mins )
951/8581	(GI:18414136) is finished	(154.22 mins )
952/8581	(GI:15229642) is finished	(154.12 mins )
953/8581	(GI:15230556) is finished	(153.98 mins )
954/8581	(GI:186509809) is finished	(153.82 mins )
Traceback (most recent call last):
  File "blastpro.py", line 177, in <module>
    main(sys.argv)
  File "blastpro.py", line 171, in main
    result_dic = all_page(urls)
  File "blastpro.py", line 116, in all_page
    dic = get_all_info(soup)
  File "blastpro.py", line 102, in get_all_info
    result = find_everything(tag)
  File "blastpro.py", line 70, in find_everything
    num_tag = ichild(1, ichild(0, ichild(1, ichild(1, num_div))))
  File "blastpro.py", line 57, in ichild
    return list(tag.children)[i]
  File "/usr/local/lib/python3.5/dist-packages/bs4/element.py", line 737, in __getattr__
    self.__class__.__name__, attr))
AttributeError: 'NavigableString' object has no attribute 'children'
Traceback (most recent call last):
  File "blastpro.py", line 177, in <module>
    main(sys.argv)
  File "blastpro.py", line 165, in main
    pages = [int(argv[1]), int(argv[2])]
IndexError: list index out of range
